Material_ID|Material_Name|Type|Unit_Price|Stock_Initial|Supplier_ID|Total_Stock_Value|Cost_Per_Unit_Carbon|Environmental_Impact_Score|Recyclable_Status|Stock_Alert_Level|Supply_Reliability_Index
M384|Ultra-Arôme en poudre|Produit laitier|238.22|120|SUPPLIER_24|27368.84|0.99|393.0|Oui|Faible|14.13
M273|Super-Crème en poudre|Ingrédient|449.57|769|SUPPLIER_50|385976.74|0.5|999.8|Non|Élevé|7.82
M304|Bio-Arôme concentré|Ingrédient|390.53|1044|SUPPLIER_5|360554.05|0.41|1073.3|Oui|Élevé|9.39
M405|Super-Sirop en poudre|Produit laitier|260.63|385|SUPPLIER_37|104075.87|0.36|1170.0|Oui|Normal|5.37
M174|Ultra-Arôme enrichi|Ingrédient|295.09|778|SUPPLIER_77|302187.98|0.32|1183.7|Oui|Élevé|3.53
M178|Bio-Chocolat liquide|Produit laitier|145.72|433|SUPPLIER_32|72645.43|0.13|1599.0|Non|Normal|6.53
M344|Eco-Arôme naturel|Produit laitier|399.98|910|SUPPLIER_9|352522.19|0.26|2460.0|Oui|Élevé|7.29
M380|Super-Sel en poudre|Ingrédient|198.84|503|SUPPLIER_1|87240.29|0.41|567.5|Oui|Normal|8.77
M068|Bio-Arôme en poudre|Ingrédient|326.54|764|SUPPLIER_23|289208.6|0.4|986.4|Oui|Élevé|9.49
M035|Super-Chocolat enrichi|Ingrédient|440.17|651|SUPPLIER_69|330202.95|0.58|908.8|Non|Élevé|5.32
M012|Bio-Amidon enrichi|Ingréy|213.76|474|SUPPLIER_14|34329.24|1.64|664.62|Non|Normal|27.75
M212|Ultra-Lait enrichi|Produit laitier|139.07|90|SUPPLIER_51|15428.7|0.66|375.0|Non|Faible|11.21
M2q|Premium-Fromage enrichi||253.3|437|SUPPLIER_3|151208.87|0.81|1953.84|Oui|Normal|3.53
M484|Super-Crème en poudre|Produit laitier|253.74|796|SUPPLIER_46|190528.91|0.2|2157.0|Non|Normal|4.72
M3u|Bio-Amidon enrichi|Ingréo|885.79|524||93339.24|3.07|1953.84|Non|Normal|3.53
M405|Premium-Fromage en poudre|Produit laitier|125.8|815|SUPPLIER_15|83334.47|0.08|2169.0|Oui|Élevé|10.7
M177|Super-Amidon en poudre|Ingrédient|104.08|261|SUPPLIER_27|21442.26|0.46|360.9|Oui|Faible|7.07
M058|Super-Beurre naturel|Ingrédient|70.32|526|SUPPLIER_8|46014.91|0.1|743.9|Non|Normal|11.54
M426|Super-Sirop naturel|Produitp|480.33|462||137117.46|1.44|742.69|Non|Normal|58.84
M149|Eco-Amidon enrichi|Produit laitier|143.35|672|SUPPLIER_73|95237.22|0.1|2100.0|Non|Normal|9.06
M146|Premium-Sel liquide|Ingrédient|440.72|923|SUPPLIER_2|379577.26|0.45|1036.5|Non|Élevé|11.09
M055|Ultra-Sucre enrichi|Ingrédient|435.96|344|SUPPLIER_20|169860.07|1.18|524.5|Oui|Normal|5.86
M405|Ultra-Chocolat enrichi|Ingrédient|271.48|938|SUPPLIER_70|278208.04|0.32|1105.6|Non|Élevé|3.62
M074|Premium-Chocolat concentré|Ingrédient|178.76|356|SUPPLIER_46|68106.91|0.55|444.6|Oui|Normal|6.98
M322|Eco-Crème liquide|Produit laitier|134.74|470|SUPPLIER_13|70355.28|0.12|1749.0|Non|Normal|5.89
M022|Ultra-Lait en poudre|Ingrédient|287.66|349|SUPPLIER_49|86010.42|0.86|477.5|Oui|Normal|5.58
M154|Ultra-Crème concentré|Ingrédient|130.07|550|SUPPLIER_45|72650.11|0.19|739.3|Non|Normal|7.16
M459|Ultra-Sirop enrichi|Produit laitier|371.39|426|SUPPLIER_72|207387.97|0.35|1689.0|Oui|Normal|3.46
M376|Premium-Amidon enrichi|Produit laitier|363.95|722|SUPPLIER_12|254391.78|0.29|1989.0|Oui|Normal|20.76
M361|Super-Amidon naturel|Produit laitier|464.61|547|SUPPLIER_35|259285.81|0.34|1968.0|Oui|Normal|4.13
M228|Ultra-Crème liquide|Ingrédient|394.1|696|SUPPLIER_15|206497.33|0.58|723.5|Non|Normal|9.93
M448|Super-Sirop enrichi|Ingrédient|107.87|906|SUPPLIER_77|99897.03|0.13|974.5|Oui|Élevé|7.85
M110|Premium-Crème en poudre|Ingrédient|210.14|181|SUPPLIER_14|47191.83|0.98|254.8|Oui|Faible|24.59
M460|Super-Chocolat liquide|Produit laitier|385.13|856|SUPPLIER_42|272260.1|0.27|2247.0|Oui|Élevé|4.69
M033|Ultra-Sirop naturel|Ingrédient|372.49|756|SUPPLIER_82|318632.64|0.51|932.6|Non|Élevé|4.64
M442|Ultra-Amidon concentré|Produit laitier|219.93|699|SUPPLIER_82|157898.83|0.13|2379.0|Non|Élevé|3.16
M483|Premium-Beurre enrichi|Ingrédient|409.96|910|SUPPLIER_17|365706.78|0.57|931.5|Oui|Élevé|4.64
M187|Eco-Lait naturel|Produit laitier|71.96|263|SUPPLIER_8|20416.29|0.14|951.0|Non|Faible|3.87
M396|Ultra-Arôme naturel|Ingrédient|193.16|201|SUPPLIER_73|33527.0|1.01|274.1|Non|Faible|9.52
M480|Premium-Sel enrichi|Ingrédient|123.34|876|SUPPLIER_73|86750.79|0.16|875.9|Non|Élevé|11.3
M270|Bio-Beurre liquide|Ingrédient|921.92|710||40100.15|11.7|1841.67|Non|Élevé|12.75
M224|Ultra-Chocolat liquide|Produit laitier|432.8|852|SUPPLIER_24|425399.98|0.27|2643.0|Non|Élevé|10.57
M019|Super-Chocolat en poudre|Produit laitier|127.79|968|SUPPLIER_16|121667.5|0.07|2799.0|Non|Élevé|7.21
M013|Super-Crème liquide|Ingrédient|393.09|303|SUPPLIER_12|139255.19|1.23|449.0|Non|Normal|6.94
M317|Super-Sel naturel|Ingrédient|114.12|827|SUPPLIER_44|91901.72|0.16|857.5|Non|Élevé|6.38
M314|Premium-Sirop en poudre|Produit laitier|58.59|135|SUPPLIER_58|8372.94|0.21|441.0|Oui|Faible|13.65
M3r|Bio-Chocolat naturel|Ingrédient|254.98|55|SUPPLIER_83|1486.92|0.91|1397.91|Non|Critique|3.53
M101|Ultra-Sirop naturel|Ingrédient|359.53|235|SUPPLIER_74|85077.43|1.5|345.2|Non|Faible|7.64
M3r|Eco-Fromage naturel|Ingrédient|190.72|466||91424.29|3.67|1559.35|Non|Normal|19.48
M355|Bio-Lait enrichi|Ingrédient|165.84|659|SUPPLIER_6|86133.94|0.29|664.5|Oui|Normal|7.36
M142|Super-Sucre liquide|Ingrédient|290.65|453|SUPPLIER_71|134085.69|0.67|658.2|Non|Normal|4.16
M191|Eco-Sirop enrichi|Ingrédient|442.61|483|SUPPLIER_77|233345.82|0.93|565.7|Non|Normal|12.05
M252|Bio-Fromage concentré||454.3|79|SUPPLIER_55|36105.86|0.27|2832.0|Non|Critique|6.1
M466|Super-Lait enrichi|Produit laitier|336.94|264|SUPPLIER_49|90890.39|0.66|858.0|Oui|Faible|10.16
M380|Eco-Arôme naturel|Ingrédient|442.43|776|SUPPLIER_78|408850.85|0.51|1068.3|Non|Élevé|5.11
M187|Bio-Chocolat naturel|Produit laitier|249.85|133|SUPPLIER_13|31910.37|1.08|423.0|Oui|Faible|9.62
M186|Bio-Chocolat en poudre|Ingrédient|80.07|1061|SUPPLIER_13|72640.97|0.08|1074.5|Oui|Élevé|4.45
M405|Super-Sucre naturel|Produit laitier|262.79|319|SUPPLIER_37|91047.0|0.36|1170.0|Oui|Normal|5.37
M051|Eco-Sucre en poudre|Ingrédient|317.27|427|SUPPLIER_66|146173.67|0.83|583.1|Oui|Normal|4.88
M442|Bio-Beurre en poudre|Produit laitier|205.42|814|SUPPLIER_82|165178.69|0.13|2379.0|Non|Élevé|3.16
M228|Premium-Sirop naturel|Ingrédient|195.87|909|SUPPLIER_15|179665.32|0.22|1082.5|Oui|Élevé|3.64
M207|Super-Fromage naturel|Produit laitier|98.57|1084|SUPPLIER_33|80796.97|0.05|2850.0|Non|Élevé|3.88
M047|Premium-Sucre concentré|Produit laitier|145.96|168|SUPPLIER_3|28004.83|0.35|684.0|Oui|Faible|5.86
M157|Ultra-Arôme enrichi|Produit laitier|394.79|746|SUPPLIER_20|371757.8|0.21|2718.0|Oui|Élevé|20.55
M001|Eco-Chocolat enrichi|Produit laitier|260.34|120|SUPPLIER_12|32021.72|1.2|375.0|Oui|Faible|24.17
M300|Super-Sirop naturel|Produit laitier|54.59|524|SUPPLIER_35|33991.09|0.05|1896.0|Non|Normal|2.86
M111|Premium-Lait en poudre|Ingrédient|472.5|441|SUPPLIER_31|175442.3|1.25|563.6|Non|Normal|4.66
M134|Ultra-Fromage liquide|Produit laitier|324.82|883|SUPPLIER_20|284185.74|0.17|2733.0|Oui|Élevé|20.55
M189|Premium-Fromage liquide|Produit laitier|522.17|402|SUPPLIER_73|210334.74|0.58|1311.0|Non|Normal|9.51
M299|Ultra-Amidon concentré|Ingrédient|481.36|756|SUPPLIER_29|344528.83|0.58|886.7|Oui|Élevé|6.88
M164|Bio-Fromage enrichi|Produit laitier|399.95|900|SUPPLIER_20|353080.92|0.2|3030.0|Oui|Élevé|3.84
M491|Premium-Arôme en poudre|Ingrédient|103.76|992|SUPPLIER_33|84645.34|0.11|1018.1|Oui|Élevé|6.15
M058|Super-Lait naturel|Ingrédient|72.2|758|SUPPLIER_8|46117.65|0.1|743.9|Non|Normal|11.54
M006|Super-Lait naturel|Ingrédient|185.66|288|SUPPLIER_40|64469.84|0.57|423.6|Oui|Normal|8.53
M012|Premium-Chocolat en poudre|Ingrédient|127.2|742|SUPPLIER_6|97984.67|0.15|1010.7|Non|Élevé|4.53
M410|Premium-Arôme enrichi|Produit laitier|218.91|716|SUPPLIER_3|167157.88|0.15|2358.0|Non|Élevé|5.65
M226|Super-Fromage enrichi|Produit laitier|290.51|952|SUPPLIER_3|273905.72|0.17|2811.0|Oui|Élevé|2.56
M456|Eco-Arôme naturel|Ingrédient|333.73|826|SUPPLIER_62|275276.62|0.42|929.4|Oui|Élevé|7.91
M411|Eco-Chocolat naturel|Produit laitier|537.07|135|SUPPLIER_76|77066.52|1.65|540.0|Non|Faible|6.67
M111|Super-Crème enrichi|Ingrédient|77.89|214|SUPPLIER_41|18752.18|0.38|293.8|Oui|Faible|10.14
M355|Ultra-Lait enrichi|Ingrédient|165.12|660|SUPPLIER_6|85874.91|0.29|664.5|Oui|Normal|7.36
M012|Super-Lait liquide||952.54|413|SUPPLIER_83|37102.28|3.07|791.29|Oui|Normal|8.84
M166|Premium-Crème enrichi|Ingrédient|204.47|418|SUPPLIER_65|81723.85|0.45|572.1|Oui|Normal|4.93
M153|Eco-Lait naturel|Ingrég|460.76|493|SUPPLIER_1|3940.0|5.32|1842.67|Non|Normal|12.44
M218|Bio-Sucre naturel|Produit laitier|455.89|423|SUPPLIER_60|213939.03|0.45|1650.0|Oui|Normal|3.48
M497|Ultra-Amidon liquide|Ingrédient|429.18|1113|SUPPLIER_28|472616.36|0.48|1125.9|Oui|Élevé|6.03
M004|Super-Amidon en poudre|Ingrédient|128.83|122|SUPPLIER_18|19796.46|1.04|195.7|Non|Faible|13.97
M159|Bio-Arôme enrichi||936.9|569||4735.45|3.07|1400.11|Non|Normal|3.53
M030|Super-Beurre liquide|Produit laitier|293.0|196|SUPPLIER_21|60273.12|0.73|681.0|Oui|Faible|7.95
M149|Premium-Sucre en poudre|Produit laitier|137.49|625|SUPPLIER_73|90855.51|0.1|2100.0|Non|Normal|9.06
M211|Super-Lait liquide|Produit laitier|483.66|595|SUPPLIER_9|330143.18|0.38|1998.0|Oui|Normal|5.77
M497|Premium-Fromage liquide|Produit laitier|271.61|829|SUPPLIER_20|34364.41|0.88|797.29|Non|Élevé|8.29
M396|Super-Fromage liquide|Ingrédient|191.01|155|SUPPLIER_73|35084.13|1.01|274.1|Non|Faible|9.52
M476|Super-Crème en poudre|Produit laitier|261.95|181|SUPPLIER_83|48058.54|0.74|588.0|Oui|Faible|12.69
M205|Bio-Chocolat naturel|Ingrédient|399.62|308|SUPPLIER_7|99794.35|1.29|386.3|Non|Faible|7.53
M175|Premium-Chocolat concentré|Produit laitier|291.96|118|SUPPLIER_9|35282.4|1.44|366.0|Non|Faible|14.46
M452|Ultra-Beurre en poudre|Ingrédient|485.44|631|SUPPLIER_76|374904.87|0.64|863.2|Non|Élevé|9.66
M207|Bio-Amidon en poudre|Produit laitier|398.36|406|SUPPLIER_21|151811.82|0.45|1290.0|Oui|Normal|9.53
M415|Ultra-Beurre en poudre|Produit laitier|260.84|598|SUPPLIER_38|128887.43|0.25|1632.0|Non|Normal|4.31
M429|Premium-Crème enrichi|Produit laitier|93.08|295|SUPPLIER_11|31057.53|0.15|999.0|Oui|Normal|7.14
M426|Bio-Sirop en poudre|Produitp|395.04|506||147394.55|1.44|742.69|Non|Normal|58.84
M2j|Bio-Chocolat enrichi|Ingréh|1013.83|72||37974.14|13.76|1291.55|Non|Critique|14.95
M398|Ultra-Sucre liquide|Produit laitier|298.27|824|SUPPLIER_13|197439.1|0.23|2136.0|Non|Normal|5.72
M119|Ultra-Lait naturel|Ingrédient|85.6|143|SUPPLIER_16|10930.96|0.7|163.1|Oui|Faible|18.26
M323|Ultra-Amidon concentré|Ingrédient|398.6|945|SUPPLIER_48|398769.09|0.41|1061.8|Non|Élevé|11.07
M066|Super-Crème en poudre|Ingrédient|221.21|464|SUPPLIER_38|86988.75|0.49|502.3|Non|Normal|22.26
M442|Ultra-Chocolat concentré|Produit laitier|190.03|753|SUPPLIER_82|155957.28|0.13|2379.0|Non|Élevé|3.16
M017|Bio-Arôme en poudre|Ingrédient|339.49|133|SUPPLIER_17|46878.07|2.46|175.2|Non|Faible|17.58
M476|Premium-Crème naturel|Produit laitier|381.26|445|SUPPLIER_79|166198.92|0.48|1383.0|Non|Normal|5.15
M381|Bio-Lait en poudre|Ingrédient|264.5|356|SUPPLIER_80|97724.03|0.86|513.0|Oui|Normal|5.03
M206|Eco-Beurre enrichi|Ingrédient|430.13|335|SUPPLIER_2|153879.41|1.45|438.7|Non|Normal|6.49
M375|Ultra-Fromage naturel|Ingrédient|440.33|251|SUPPLIER_2|128858.98|1.47|326.3|Oui|Faible|23.53
M152|Eco-Sel concentré|Ingrédient|107.69|479|SUPPLIER_62|67149.48|0.2|672.7|Non|Normal|6.8
M273|Eco-Arôme enrichi|Produit laitier|153.89|872|SUPPLIER_52|125913.56|0.1|2532.0|Oui|Élevé|2.63
M058|Premium-Amidon concentré|Produits|942.95|441|SUPPLIER_67|40069.53|3.07|1953.84|Oui|Normal|3.53
M239|Eco-Chocolat naturel|Ingrédient|63.99|485|SUPPLIER_37|40006.79|0.11|705.2|Non|Normal|7.24
M344|Premium-Sirop enrichi|Ingrédient|323.39|388|SUPPLIER_13|145441.22|0.66|539.3|Non|Normal|12.16
M152|Eco-Sucre naturel|Ingrédient|111.63|628|SUPPLIER_62|65566.6|0.2|672.7|Non|Normal|6.8
M456|Bio-Sirop enrichi|Produit laitier|359.72|162|SUPPLIER_52|64760.23|1.02|699.0|Oui|Faible|4.73
M309|Ultra-Lait naturel|Ingrédient|58.21|522|SUPPLIER_3|30609.46|0.13|548.1|Non|Normal|12.12
M046|Ultra-Beurre enrichi|Produit laitier|488.69|506|SUPPLIER_28|242091.99|0.5|1542.0|Oui|Normal|4.37
M472|Ultra-Fromage naturel|Produit laitier|61.63|839|SUPPLIER_28|60246.97|0.04|2688.0|Oui|Élevé|8.9
M217|Ultra-Sirop enrichi|Ingrédient|50.32|674|SUPPLIER_32|30720.29|0.09|678.6|Non|Normal|8.4
M449|Bio-Beurre enrichi|Ingrédient|262.46|175|SUPPLIER_73|45650.1|1.87|214.4|Oui|Faible|13.16
M308|Ultra-Lait naturel|Produit laitier|84.92|223|SUPPLIER_27|14243.52|0.21|600.0|Oui|Faible|22.56
M354|Bio-Sucre en poudre|Produit laitier|308.88|226|SUPPLIER_63|72327.79|0.62|810.0|Oui|Faible|6.04
M339|Bio-Sel enrichi|Produit laitier|170.0|604|SUPPLIER_77|118540.46|0.12|2031.0|Non|Normal|10.75
M427|Eco-Arôme liquide|Ingrédient|148.13|812|SUPPLIER_51|172715.56|0.16|1144.1|Oui|Élevé|6.56
M313|Bio-Sel enrichi|Ingrédient|243.56|354|SUPPLIER_68|61440.46|0.74|407.2|Non|Normal|7.31
M115|Super-Sucre en poudre|Produit laitier|223.15|171|SUPPLIER_45|43993.12|0.62|711.0|Non|Faible|4.67
M058|Premium-Lait naturel|Produit laitier|313.9|788|SUPPLIER_6|206014.41|0.21|2160.0|Oui|Normal|4.72
M284|Ultra-Crème enrichi|Produit laitier|327.94|753|SUPPLIER_47|233372.87|0.19|2478.0|Oui|Élevé|7.28
M381|Eco-Sirop concentré||225.26|415||35706.51|0.73|1007.16|Non|Normal|103.29
M135|Ultra-Beurre concentré|Produit laitier|474.49|586|SUPPLIER_49|337851.48|0.35|2190.0|Oui|Élevé|7.37
M281|Ultra-Lait en poudre|Ingrédient|105.95|494|SUPPLIER_26|65384.26|0.2|732.4|Non|Normal|5.05
M179|Premium-Sirop concentré|Produit laitier|456.37|538|SUPPLIER_24|185782.05|0.44|1458.0|Non|Normal|9.39
M233|Eco-Sucre concentré|Produit laitier|372.78|246|SUPPLIER_60|111531.83|0.62|954.0|Non|Normal|11.62
M056|Ultra-Amidon en poudre|Ingrédient|398.8|708|SUPPLIER_32|283717.23|0.47|955.4|Non|Élevé|6.23
M131|Bio-Chocolat enrichi|Produit laitier|131.12|387|SUPPLIER_66|70157.7|0.16|1365.0|Non|Normal|11.12
M1x|Bio-Fromage naturel||965.5|780||38874.2|3.07|1953.84|Non|Élevé|3.53
M1q|Super-Fromage en poudre||153.52|113|SUPPLIER_78|1739.02|0.77|4884.93|Non|Faible|13.05
M132|Ultra-Beurre liquide|Ingrédient|514.54|331|SUPPLIER_18|197673.43|1.16|481.5|Oui|Normal|10.8
M263|Premium-Sucre en poudre|Produit laitier|465.79|881|SUPPLIER_44|394157.38|0.28|2691.0|Oui|Élevé|3.91
M360|Eco-Sirop naturel|Produit laitier|66.16|919|SUPPLIER_58|56974.15|0.04|2592.0|Non|Élevé|5.59
M298|Bio-Chocolat concentré|Produit laitier|407.22|735|SUPPLIER_47|327479.46|0.28|2337.0|Non|Élevé|4.0
M399|Ultra-Chocolat enrichi||920.19|690|SUPPLIER_37|59354.68|1.6|883.52|Non|Normal|57.26
M021|Super-Sirop naturel|Produit laitier|454.45|499|SUPPLIER_19|309430.77|0.37|1962.0|Non|Normal|4.13
M418|Premium-Lait liquide|Ingrédient|357.5|968|SUPPLIER_20|356393.42|0.46|1049.5|Oui|Élevé|3.68
M347|Premium-Lait en poudre|Produitc|923.95|430||34995.49|11.7|700.12|Non|Normal|16.5
M380|Bio-Sel en poudre|Ingrédient|201.81|388|SUPPLIER_1|87995.41|0.41|567.5|Oui|Normal|8.77
M073|Premium-Sel en poudre|Ingrédient|219.66|778|SUPPLIER_63|148775.65|0.25|918.8|Oui|Élevé|11.24
M405|Bio-Amidon naturel|Produit laitier|258.05|380|SUPPLIER_37|101263.51|0.36|1170.0|Oui|Normal|5.37
M456|Premium-Sirop liquide|Ingrét|1004.37|429|SUPPLIER_31|36409.37|18.35|1827.17|Non|Normal|19.85
M041|Premium-Lait en poudre|Ingrédient|344.77|144|SUPPLIER_25|58836.65|2.32|287.2|Non|Faible|9.08
M1z|Eco-Sucre concentré||338.41|492|SUPPLIER_67|204603.29|1.06|746.29|Non|Normal|36.62
M249|Premium-Sirop enrichi|Produit laitier|122.18|670|SUPPLIER_44|91543.32|0.1|2088.0|Non|Normal|3.26
M101|Ultra-Beurre enrichi|Produit laitier|66.4|135|SUPPLIER_66|9431.26|0.26|558.0|Oui|Faible|5.68
M035|Eco-Sirop concentré|Ingrédient|468.32|858|SUPPLIER_69|361324.41|0.58|908.8|Non|Élevé|5.32
M066|Premium-Sucre en poudre|Ingrédient|213.03|417|SUPPLIER_38|99090.45|0.49|502.3|Non|Normal|22.26
M012|Eco-Sucre naturel||845.29|424|SUPPLIER_83|35171.73|3.07|791.29|Oui|Normal|8.84
M359|Eco-Arôme enrichi|Produit laitier|349.41|408|SUPPLIER_78|119945.88|0.46|1110.0|Oui|Normal|9.73
M082|Premium-Amidon concentré|Produit laitier|155.36|1099|SUPPLIER_74|172016.73|0.09|2868.0|Non|Élevé|6.09
M062|Premium-Fromage naturel|Produit laitier|132.85|378|SUPPLIER_10|45438.59|0.17|1233.0|Non|Normal|3.39
M431|Eco-Crème liquide|Produit laitier|202.22|504|SUPPLIER_41|108111.7|0.16|1854.0|Non|Normal|20.82
M208|Super-Sel en poudre|Produit laitier|383.83|630|SUPPLIER_29|206553.92|0.28|2004.0|Non|Normal|4.12
M268|Premium-Sirop concentré|Produit laitier|239.68|967|SUPPLIER_12|206798.52|0.13|2817.0|Oui|Élevé|3.06
M068|Premium-Sucre liquide|Produit laitier|205.83|640|SUPPLIER_73|142696.2|0.13|2304.0|Oui|Élevé|5.67
M375|Bio-Sel liquide|Produit laitier|402.62|825|SUPPLIER_2|303618.11|0.29|2223.0|Non|Élevé|10.68
M162|Eco-Fromage liquide|Produit laitier|159.34|794|SUPPLIER_77|143657.4|0.09|2724.0|Non|Élevé|3.08
M308|Eco-Crème concentré|Produit laitier|316.0|500|SUPPLIER_5|141706.77|0.29|1605.0|Oui|Normal|6.52
M478|Premium-Beurre enrichi|Produit laitier|194.2|865|SUPPLIER_68|207877.4|0.11|2895.0|Oui|Élevé|4.53
M108|Bio-Crème en poudre|Ingrédient|447.69|387|SUPPLIER_35|180230.01|1.11|591.1|Non|Normal|4.49
M026|Eco-Sel en poudre|Ingrédient|140.14|133|SUPPLIER_79|20289.74|0.81|208.7|Oui|Faible|14.7
M232|Super-Sucre naturel|Produit laitier|207.02|1051|SUPPLIER_35|186936.19|0.11|2916.0|Oui|Élevé|5.53
M350|Ultra-Sirop enrichi|Produit laitier|442.37|444|SUPPLIER_83|201809.11|0.5|1416.0|Oui|Normal|7.76
M3j|Super-Beurre concentré||100.83|491|SUPPLIER_64|38300.16|0.4|1928.67|Non|Normal|4.18
M484|Super-Chocolat liquide|Produit laitier|201.11|1062|SUPPLIER_75|191330.22|0.12|2754.0|Oui|Élevé|6.11
M249|Premium-Amidon liquide|Produit laitier|358.4|328|SUPPLIER_18|139621.4|0.5|1083.0|Non|Normal|21.4
M189|Super-Crème naturel|Produit laitier|467.91|396|SUPPLIER_73|197320.5|0.58|1311.0|Non|Normal|9.51
M460|Bio-Amidon concentré|Produit laitier|133.2|565|SUPPLIER_20|82551.12|0.11|1971.0|Oui|Normal|2.82
M263|Super-Crème enrichi|Produit laitier|447.24|932|SUPPLIER_44|402850.33|0.28|2691.0|Oui|Élevé|3.91
M274|Eco-Chocolat en poudre|Produit laitier|421.28|442|SUPPLIER_15|181346.04|0.51|1317.0|Oui|Normal|5.21
M233|Ultra-Crème naturel|Produit laitier|371.09|345|SUPPLIER_10|159334.16|0.42|1293.0|Oui|Normal|9.53
M077|Eco-Lait naturel|Ingrédient|454.57|413|SUPPLIER_74|162431.68|1.36|529.5|Oui|Normal|4.9
M2v|Eco-Sel concentré||225.76|27|SUPPLIER_15|55301.12|0.7|1385.31|Non|Critique|3.53
M1d|Super-Chocolat liquide|Produitn|146.1|470|SUPPLIER_72|35696.71|0.48|797.29|Non|Normal|8.29
M036|Eco-Amidon concentré||1027.48|531||35260.95|3.07|742.69|Non|Normal|58.84
M293|Premium-Sel concentré|Produit laitier|304.78|346|SUPPLIER_6|118798.44|0.52|1041.0|Non|Normal|5.55
M101|Super-Fromage naturel|Ingrédient|151.99|927|SUPPLIER_52|130460.41|0.19|949.4|Oui|Élevé|6.78
M011|Super-Beurre liquide|Produit laitier|349.36|942|SUPPLIER_82|268379.24|0.22|2439.0|Non|Élevé|6.18
M484|Ultra-Crème enrichi|Produit laitier|336.55|967|SUPPLIER_78|290123.58|0.19|2739.0|Oui|Élevé|8.89
M096|Super-Beurre en poudre|Ingrédient|407.08|209|SUPPLIER_7|90956.01|1.67|305.5|Non|Faible|12.41
M163|Premium-Sucre concentré|Ingrédient|325.1|535|SUPPLIER_9|198347.98|0.61|756.9|Oui|Normal|4.23
M325|Ultra-Lait concentré|Ingrédient|243.95|537|SUPPLIER_32|139074.38|0.36|794.3|Non|Normal|4.13
M263|Ultra-Lait concentré|Ingrédient|518.3|608|SUPPLIER_16|365360.32|0.64|847.8|Oui|Élevé|9.69
M3r|Eco-Lait en poudre|Ingrédient|252.75|47|SUPPLIER_83|1435.27|0.91|1397.91|Non|Critique|3.53
M060|Premium-Crème naturel|Ingrédient|157.29|352|SUPPLIER_74|55385.3|0.37|450.6|Non|Normal|22.53
M120|Super-Arôme naturel|Ingrédient|107.87|798|SUPPLIER_61|75960.68|0.16|788.3|Oui|Élevé|21.42
M396|Ultra-Beurre naturel|Ingrédient|197.77|187|SUPPLIER_73|31134.35|1.01|274.1|Non|Faible|9.52
M091|Super-Sucre liquide|Ingrédient|84.91|345|SUPPLIER_55|35034.64|0.21|489.8|Non|Normal|12.39
M153|Eco-Lait liquide|Ingrédient|103.47|192|SUPPLIER_59|19856.85|0.5|227.3|Oui|Faible|25.18
M314|Ultra-Amidon concentré|Produit laitier|53.84|144|SUPPLIER_58|7995.61|0.21|441.0|Oui|Faible|13.65
M064|Bio-Arôme naturel|Produit laitier|167.25|966|SUPPLIER_74|179022.95|0.1|2907.0|Oui|Élevé|4.53
M057|Super-Sucre en poudre|Produit laitier|362.62|762|SUPPLIER_68|300971.85|0.21|2484.0|Oui|Élevé|10.61
M238|Super-Sel liquide|Ingrédient|235.95|737|SUPPLIER_70|170386.0|0.29|959.3|Non|Élevé|3.81
M471|Bio-Amidon concentré|Ingrédient|448.23|1142|SUPPLIER_26|407299.3|0.48|1111.6|Non|Élevé|6.05
M167|Premium-Beurre naturel|Produit laitier|48.54|658|SUPPLIER_45|44387.61|0.03|2391.0|Non|Élevé|6.2
M248|Ultra-Arôme naturel||251.4|412||1499.74|0.88|1953.84|Non|Normal|3.53
M152|Premium-Sel concentré|Ingrédient|122.5|648|SUPPLIER_62|68193.69|0.2|672.7|Non|Normal|6.8
M026|Bio-Crème liquide|Ingrédient|121.37|126|SUPPLIER_79|18869.92|0.81|208.7|Oui|Faible|14.7
M495|Ultra-Lait en poudre|Produit laitier|155.91|627|SUPPLIER_30|113677.88|0.1|2241.0|Non|Élevé|7.35
M169|Ultra-Crème enrichi|Produit laitier|284.8|698|SUPPLIER_82|235097.73|0.21|2283.0|Non|Élevé|7.34
M483|Bio-Sel liquide|Ingrédient|446.01|681|SUPPLIER_17|335763.55|0.57|931.5|Oui|Élevé|4.64
M302|Premium-Sel liquide|Ingrédient|364.39|489|SUPPLIER_16|143020.17|0.71|605.9|Oui|Normal|5.47
M250|Super-Fromage naturel|Produit laitier|439.74|697|SUPPLIER_33|328045.59|0.27|2478.0|Non|Élevé|3.96
M226|Super-Crème enrichi|Produit laitier|276.14|779|SUPPLIER_3|295247.47|0.17|2811.0|Oui|Élevé|2.56
M026|Bio-Chocolat naturel|Produit laitier|228.39|239|SUPPLIER_78|54758.21|0.4|822.0|Oui|Faible|10.24
M228|Ultra-Sirop enrichi|Ingrédient|188.37|919|SUPPLIER_15|169012.64|0.22|1082.5|Oui|Élevé|3.64
M167|Premium-Arôme enrichi|Produit laitier|55.94|859|SUPPLIER_45|42674.3|0.03|2391.0|Non|Élevé|6.2
M408|Bio-Amidon en poudre|Produit laitier|195.34|283|SUPPLIER_10|44422.04|0.38|876.0|Non|Faible|4.48
M076|Premium-Beurre naturel||925.54|56|SUPPLIER_72|37021.54|1.49|2116.67|Non|Critique|1.83
